Questions,Answers,Label,Source
How does Elder distinguish between a 'good loss' and a 'bad loss'?,"A good loss is one that followed all the rules — a stop was placed in advance at a logical technical level, position size was calculated by the Iron Triangle, and the exit was executed promptly when the stop was hit. A bad loss is one that violated the rules — no stop, oversized position, delayed exit. Elder judges trades by process, not outcome.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does Elder's framework ensure that risk management is automatic rather than discretionary?,"By reducing risk decisions to three pre-calculated numbers — maximum dollar risk (2% of equity), risk per share (entry minus stop), and number of shares (A ÷ B) — Elder's Iron Triangle removes discretion from the sizing decision entirely. There is nothing to decide in the heat of the moment; the formula produces the answer.",Risk Management,StockCharts ChartWatchers – Dr Elder Joins ChartWatchers | https://stockcharts.com/articles/chartwatchers/2010/05/dr-alexander-elder-joins-chartwatchers.html
What is the long-term compounding effect of disciplined 2% risk management?,"Because the 2% Rule is applied as a percentage of current account equity, it naturally scales up as the account grows and scales down as the account shrinks. This creates a compounding effect: winning periods increase the base equity and therefore increase the dollar amount risked, while losing periods reduce the base and therefore reduce the dollar exposure — providing automatic protection against catastrophic drawdowns.",Risk Management,A Discounted View – Managing Position Level Risk with Elder's 2% Rule | http://adiscountedview.blogspot.com/2016/03/managing-position-level-risk-with-dr.html
Why does Elder describe selling as 'the most underestimated aspect of trading'?,"Elder dedicates an entire book — The New Sell and Sell Short — to this topic, arguing that most traders invest nearly all their energy in finding entries while barely thinking about exits. Yet the exit decision — when to take profits, when to cut losses, when to sell short — ultimately determines the actual profit or loss realised from any trade.",Risk Management,Internet Archive – The New Sell and Sell Short (Elder) | https://archive.org/details/newsellsellshort0000elde
What does Elder say about the psychology of buying versus the psychology of selling?,"Elder writes that buying grows out of hope and great expectations — it feels expansive and exciting. Selling, by contrast, is a hard, unsmiling business, like driving an old dog to the vet for its final injection. This psychological asymmetry causes traders to rush into entries and delay exits, creating a systematic bias toward overholding both winners and losers.",Risk Management,Grokipedia – The New Trading for a Living | https://grokipedia.com/page/the_new_trading_for_a_living_psychology_discipline_trading_tools_and_systems_risk_control_trade_mana
What is Elder's philosophy on taking profits before the absolute top?,Elder teaches that no trader can consistently pick absolute tops and bottoms. Good risk management means accepting that leaving some profit on the table is normal and even positive — it confirms that the trader exited with discipline rather than greed. Reaching for the last tick of a move almost invariably costs more than it gains.,Risk Management,Internet Archive – The New Sell and Sell Short (Elder) | https://archive.org/details/newsellsellshort0000elde
What does Elder say about adjusting profit targets as a trade unfolds?,"Elder teaches that profit targets should not be blindly held if market conditions change. If the Impulse System bars weaken, if a divergence forms in the MACD histogram, or if the market's overall character shifts, the target should be revised or the position exited early — because protecting accumulated profit takes precedence over chasing the original target.",Risk Management,Internet Archive – The New Sell and Sell Short (Elder) | https://archive.org/details/newsellsellshort0000elde
How does Elder approach exiting when the Second Screen oscillator reaches an extreme?,Elder uses the Second Screen oscillator (such as Force Index or Stochastic) to time exits. When the oscillator reaches an overbought extreme in a long trade — or an oversold extreme in a short — Elder treats this as a signal that the trade has reached a natural exhaustion point and begins preparing to exit.,Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What is a bearish divergence and how does Elder use it for risk management?,"A bearish divergence occurs when price makes a new high but the MACD histogram (or another oscillator) makes a lower peak — indicating that upside momentum is fading. Elder treats this as a critical warning signal and uses it to tighten stops or begin exiting long positions, protecting accumulated profit before the eventual reversal.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What is a bullish divergence and how does Elder use it for risk management in short positions?,"A bullish divergence occurs when price makes a new low but the oscillator makes a shallower low — indicating that selling pressure is ebbing. Elder uses this signal to tighten stops on short positions or begin covering, protecting profits accumulated on the downside before the inevitable bounce.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
Why does Elder say that monitoring the reward-to-risk ratio of open positions is a professional skill?,"Once a trade is open, its reward-to-risk ratio changes constantly as price moves. An initially attractive 3:1 ratio can degrade to 1:1 if price moves partway to the target without the stop being trailed. Professionals continuously reassess this ratio and exit when the remaining potential gain no longer justifies the remaining risk.",Risk Management,Internet Archive – The New Sell and Sell Short (Elder) | https://archive.org/details/newsellsellshort0000elde
What does Elder say about holding a trade when it becomes 'stagnant' and goes nowhere?,"Elder teaches that stagnant positions tie up capital that could be deployed in more productive trades. If a position is not moving toward the target within a reasonable time, Elder recommends exiting it — not because the analysis was necessarily wrong, but because dead money has an opportunity cost and the original timing was likely incorrect.",Risk Management,Grokipedia – The New Trading for a Living | https://grokipedia.com/page/the_new_trading_for_a_living_psychology_discipline_trading_tools_and_systems_risk_control_trade_mana
How does short selling fit into Elder's risk management framework?,"Elder argues that every serious trader should be able to operate from both the long and the short side. In bear markets or weak sectors, shorting rallies can generate significant profits while long-only traders sit on the sidelines or suffer losses. The same 2% and 6% Rules apply to short positions as to long positions — risk management is identical regardless of direction.",Risk Management,Internet Archive – The New Sell and Sell Short (Elder) | https://archive.org/details/newsellsellshort0000elde
What are the unique risks of short selling that Elder highlights?,"Elder identifies several unique risks in short selling: theoretical unlimited upside risk (a stock can rise far beyond any target), potential for short squeezes where covering demand accelerates losses, and the psychological difficulty of trading against the generally upward-biased nature of equity markets over time. These risks make strict stop placement and adherence to the 2% Rule even more critical on the short side.",Risk Management,Internet Archive – The New Sell and Sell Short (Elder) | https://archive.org/details/newsellsellshort0000elde
What lessons did Elder draw from the 2008–2009 bear market for sell-side risk management?,"The 2008–2009 bear market provided abundant examples of short selling opportunities — stocks that fell 50%, 70%, or more from their peaks. Elder uses this period to illustrate that traders who only knew how to go long suffered devastating losses or sat in cash, while traders proficient in both sides were able to generate profits by shorting weak stocks throughout the decline.",Risk Management,Internet Archive – The New Sell and Sell Short (Elder) | https://archive.org/details/newsellsellshort0000elde
What does Elder mean by 'monitoring the reward-to-risk ratio' after entry?,"After entering a trade, Elder recommends periodically recalculating the remaining distance to the target divided by the remaining distance to the stop. If this ratio falls below 1:1, the trade may no longer be worth holding. Exiting early at a small profit or a breakeven is often preferable to holding until the stop is hit for a full loss.",Risk Management,Internet Archive – The New Sell and Sell Short (Elder) | https://archive.org/details/newsellsellshort0000elde
How does Elder use channels to define profit targets?,"Elder uses price channels — envelope lines drawn a set distance above and below the exponential moving average — to define profit targets. In an uptrend, he targets the upper channel line as the profit target for long trades and uses it to calculate the Trade Grade. Selling near the upper channel line captures a realistic maximum gain from the swing.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does Elder approach exiting partial positions versus full positions?,"Elder sometimes exits in two stages: selling half the position at the first profit target to secure gains, then trailing the stop on the remaining half to capture a potential extended move. This approach balances the competing demands of taking profits early enough to be consistent and letting some portion of winners run further.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What does Elder say about the emotional difficulty of selling a winner too early?,"Elder acknowledges that selling a winning position feels premature — particularly when the market continues to rise after exit. He addresses this by reminding traders that the objective is consistent execution of a disciplined process, not picking perfect tops. A trade that meets its pre-defined target and is exited accordingly is a successful trade, regardless of what happens afterward.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about buying back a stock after selling it?,"Elder teaches that there is no shame in selling a position and then re-entering the same stock at a better level later. Exiting at a technically appropriate time is a separate decision from whether the stock's longer-term direction has changed. If a new setup forms, it deserves to be evaluated on its own merits.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does the concept of 'value zones' relate to exit strategy?,"Just as Elder buys when price returns to value (near the EMA in an uptrend), he targets exits when price rises significantly above value — toward the upper channel line. This creates a natural symmetry: buy near value, sell away from value. This discipline prevents holding too long into overextended conditions.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about setting profit targets on day trades versus swing trades?,"For shorter timeframes, Elder applies the same channel-based target framework but uses proportionally closer targets. A day trade targeting 30% of the intraday channel is equivalent to a swing trade targeting 30% of the daily channel — the principle scales across timeframes while the absolute dollar target adjusts to the time horizon.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What is the role of the MACD histogram in timing both entries and exits?,Elder uses the MACD histogram slope on the weekly chart for the tide (entry direction) and on the daily chart to time both entries (when the histogram turns in the direction of the tide after a pullback) and exits (when a bearish divergence forms or the histogram turns against the position). The same tool anchors both sides of the trade.,Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
Why does Elder describe trading as a 'minus-sum game' rather than a zero-sum game?,"In a zero-sum game, winners collect exactly what losers pay. In trading, winners receive less than what losers pay because exchanges, brokers, and regulators extract commissions, fees, and slippage from every transaction. This persistent drain means a trader must be significantly better than average — not merely average — to earn a net profit over time.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What is slippage and why does Elder consider it a critical risk cost?,"Slippage is the difference between the price at which a trader places an order and the price at which it is actually filled. On fast-moving markets or market orders, slippage can be significant. Elder cites research showing that the average trader pays three times more in slippage than in commissions — making it the largest single recurring cost of trading.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
"What is Elder's 'get in slow, get out fast' rule for managing trading costs?","For entries, Elder almost always uses limit orders to control slippage and secure a favourable price. For exits when a stop is triggered, he switches to market orders to guarantee immediate execution — because the priority when a stop is hit is to exit the trade with certainty, not to save a few ticks on the fill price.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How can commissions destroy a small trading account even with a good system?,"Elder illustrates this with a calculation: a trader with a $20,000 account doing one round-trip trade per day at $10 per leg spends $80 per week and $4,000 per year on commissions — equal to 20% of their account. Even George Soros with his 29% average annual return would not survive paying 20% per year in commissions.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder recommend for minimising commission costs?,"Elder recommends shopping aggressively for the lowest possible commission rates, negotiating with brokers, and designing trading systems that generate signals infrequently so the number of round-trips is minimised. He also suggests entering markets during quiet times using limit orders to avoid wide bid-ask spreads.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What is the bid-ask spread and how does it represent a hidden trading cost?,"The bid-ask spread is the gap between what buyers are willing to pay (bid) and what sellers demand (ask). Every market order buys at the ask (the higher price) and sells at the bid (the lower price), effectively paying the spread on every transaction. In thinly traded markets or during volatility spikes, this spread can widen dramatically.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does Elder recommend reducing slippage?,"Elder recommends trading in liquid, high-volume markets where the bid-ask spread is narrow. He advocates using limit orders for entries — setting a specific price rather than accepting whatever the market offers — and avoiding market orders except when placing stops. He also recommends entering when the market is quiet rather than during volatile periods.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does Elder quantify the cumulative impact of commissions over a trading year?,"Elder's example shows that even seemingly small commissions of $10 per leg — totalling $80 per week for a daily trader — compound to $4,000 per year on a $20,000 account, wiping out 20% of equity before a single trade result is counted. This demonstrates that transaction costs are not a minor concern but a primary determinant of whether a trading strategy can be profitable.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What advice does Elder give for negotiating commission rates with brokers?,"Elder says traders should not be shy about negotiating for lower rates, arguing that it is in the broker's long-term interest to charge reasonable commissions because a surviving, growing client account generates more revenue over time than a high-commission account that depletes quickly and closes.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How do trading costs interact with the 2% Rule?,Some practitioners recommend including commission and slippage estimates within the 2% risk calculation — treating total trading costs as part of the position's downside exposure. This ensures the 2% cap covers not just the market risk (entry to stop distance) but the full economic cost of being wrong on the trade.,Risk Management,BWTS Ask Colin – Could you explain the 6% Rule | https://www.bwts.com.au/resources/ask-colin/817-could-you-explain-the-6-rule-as-opposed-to-the-2-rule-and-sugges.html
What does Elder say about leveraged ETFs as a risk management concern?,"Elder describes leveraged ETFs as 'a wealth-destroying machine,' warning that their daily compounding structure causes significant value erosion over time — particularly in volatile, non-trending markets. He recommends avoiding leveraged ETFs and volatility ETFs entirely, as their risk properties are poorly understood by most retail traders.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What does Elder say about the risk of earnings reports for active traders?,"Elder warns that holding a trade through an announced earnings report converts it into an uncontrolled gamble. Gaps at the open following earnings can far exceed any stop-loss level, rendering the 2% Rule ineffective. His recommendation is to exit all positions before known earnings dates and re-enter after the announcement if the setup remains valid.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
How does Elder treat the cost of data and software as a risk factor?,"Elder includes data subscriptions, software fees, advisory services, and trading books as real costs that must be paid from trading capital. Like commissions and slippage, these fixed costs create a hurdle rate that the trading system must overcome before generating net profit — reinforcing the need for cost-consciousness in all aspects of trading operations.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about trading during very thin or low-liquidity periods?,"Elder warns that thinly traded markets have wider bid-ask spreads, greater slippage, and a higher risk of stop-hunting. He recommends avoiding trading in illiquid conditions — including periods of very low market volume, holiday sessions, and immediately before or after major announcements — because the higher execution costs and exaggerated price swings amplify risk beyond what the 2% Rule can reliably contain.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does Elder use record-keeping to measure and reduce trading costs over time?,"By recording the price at the time of order placement and comparing it to the actual fill price on every market order, Elder calculates exact slippage on each trade. Tracking these numbers over time reveals whether a particular broker, market, or time of day produces consistently high slippage — allowing the trader to optimise their execution approach.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What is a drawdown and why does Elder treat it as the central metric of risk management?,A drawdown is the decline from a peak in account equity to the subsequent trough. Elder treats it as the central risk metric because the magnitude of a drawdown determines how difficult recovery is — a 10% drawdown requires an 11% gain to recover; a 50% drawdown requires a 100% gain. The Iron Triangle rules are designed to keep drawdowns small and recovery achievable.,Risk Management,Grokipedia – The New Trading for a Living | https://grokipedia.com/page/the_new_trading_for_a_living_psychology_discipline_trading_tools_and_systems_risk_control_trade_mana
What does Elder say about recovering from a drawdown?,"Elder dedicates a section of The New Trading for a Living to drawdown recovery, recommending that traders reduce position size — and therefore risk per trade — during and after a drawdown. A lower risk per trade extends the number of trades before the 6% monthly limit is reached, allowing more opportunities to recover without the risk of compounding losses.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does the mathematics of drawdown recovery explain Elder's insistence on keeping losses small?,"A trader who loses 10% needs an 11.1% gain to return to even. A trader who loses 20% needs a 25% gain. A trader who loses 50% needs a 100% gain. Each successive percentage point of drawdown makes recovery exponentially harder. Elder's 2% and 6% Rules are calibrated to keep drawdowns in the 10–20% range, where recovery remains mathematically feasible.",Risk Management,A Discounted View – Minimizing Portfolio Risk with Elder's 6% Rule | http://adiscountedview.blogspot.com/2016/03/minimizing-portfolio-risk-with-dr.html
What does Elder recommend immediately after the 6% Rule is triggered?,"After the 6% Rule is triggered and all new trading is halted for the month, Elder recommends: reviewing the trade journal to identify the cause of the losing streak, determining whether it reflects a system failure or a changed market environment, considering whether execution discipline was maintained, and planning the return to trading at a reduced risk level in the following month.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does paper trading help during a drawdown?,"Paper trading — simulated trading without real capital — allows a trader to stay engaged with the market, test whether their system is back in gear with current conditions, and rebuild confidence through simulated wins, all without risking real capital during a vulnerable period. Elder endorses this as one option for the period after the 6% Rule is triggered.",Risk Management,Ticker Tape / TD Ameritrade – How the 2% and 6% Rules Can Help | https://tickertape.tdameritrade.com/trading/rules-to-manage-risk-15908
What is the 'comeback from a drawdown' framework Elder outlines?,"Elder's comeback framework involves three steps: first, stop trading to prevent further losses; second, review records to diagnose the cause (system failure, market change, or psychological breakdown); third, return to trading with reduced position sizes — potentially starting at 1% risk per trade — and rebuild gradually rather than trying to recover the full drawdown in one or two trades.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
Why does Elder say trying to recover a drawdown quickly is one of the most dangerous impulses in trading?,"The impulse to recover losses quickly leads to oversized positions and reduced attention to risk rules — the exact behaviours that caused the drawdown in the first place. Elder teaches that the correct response to a drawdown is to slow down, reduce size, and return to fundamentals — not to accelerate.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the 'undercapitalization myth' in the context of drawdowns?,Elder directly refutes the common belief that traders fail because their accounts are too small. He documents a trader who lost over $200 million in a single day and still blamed the broker. A larger account does not solve poor risk management — it simply raises the absolute dollar amount of the losses. The undercapitalization myth is a denial mechanism that prevents traders from confronting the real cause: overtrading and poor money management.,Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does Elder compare a trader hitting rock bottom to an alcoholic in the context of drawdowns?,"Elder draws a direct parallel between a trader who has suffered a catastrophic drawdown and an alcoholic who has hit rock bottom. In both cases, the pain of the bottom can be a turning point — the moment when denial collapses and genuine change becomes possible. Those who survive major drawdowns and learn from them can rebuild into disciplined traders; those who blame external factors and change nothing repeat the pattern.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the account size sweet spot for managing drawdown risk?,"Elder's recommended $20,000–$50,000 range for beginners is chosen partly for drawdown management reasons. Accounts in this range are large enough that a 6% drawdown ($1,200–$3,000) is painful enough to motivate corrective action but not so large that it is financially devastating. Very small accounts can be wiped out by a single bad month; very large accounts can foster a false sense of resilience.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What is the psychological impact of a large drawdown on subsequent trading performance?,"A large drawdown creates fear — the fear of another big loss — that leads traders to exit winning positions too early to lock in small profits, and to hold losing positions too long hoping for a recovery to 'break even.' This drawdown-induced behaviour directly degrades performance, creating a self-reinforcing cycle of underperformance that Elder addresses through the mandatory pause of the 6% Rule.",Risk Management,A Discounted View – Minimizing Portfolio Risk with Elder's 6% Rule | http://adiscountedview.blogspot.com/2016/03/minimizing-portfolio-risk-with-dr.html
How does Elder suggest tracking the progress of a comeback from a drawdown?,"Elder recommends continuing to track the equity curve and trade grades during the comeback period. The equity curve turning back upward — consistently, over several weeks — is the objective evidence that the system is back in sync with the market. Grades improving back toward 50% or above on Buy and Sell indicate that execution discipline has been restored.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What does Elder say about the danger of a big gain that immediately follows a drawdown?,"Elder warns that a large gain immediately after a drawdown can be as dangerous as the drawdown itself, because it creates overconfidence and the temptation to abandon the reduced-size discipline that is still appropriate during the comeback phase. The correct response is to treat the big gain as a data point, not as permission to immediately return to full-size trading.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does Elder's concept of 'defensive money management' protect against drawdowns?,"Defensive money management — Elder's term for the combined 2% and 6% rules — prioritises capital preservation over aggressive profit-seeking. By accepting smaller position sizes and lower maximum risk, the trader builds a protective buffer that limits the depth of any drawdown to a level that can be realistically recovered without a heroic winning streak.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
"What does Elder say about the relationship between fear, drawdowns, and missed opportunities?","Elder observes that after a significant drawdown, traders often become so fearful of losing that they miss excellent trade setups entirely — refusing to trade even when the system generates high-quality signals. The 6% Rule's mandatory break and subsequent return at reduced size is designed to rebuild confidence gradually, re-enabling the trader to act on signals without being paralysed by the memory of past losses.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What does Elder mean by 'poor risk management makes people lose courage as well as money'?,"When a trade goes wrong because of an oversized position, the psychological damage extends beyond the financial loss. The trader's confidence is shaken, their willingness to take the next valid trade is impaired, and the cycle of fear and hesitation that follows costs additional missed opportunities. Proper risk management — keeping losses small and predictable — preserves both financial capital and the psychological capital to keep trading.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
How does the concept of 'survivability' underpin all of Elder's risk management rules?,"All of Elder's risk management rules — the 2% Rule, the 6% Rule, the Iron Triangle, the stop-loss discipline, the record-keeping system — are built on a single foundational principle: surviving in the market long enough to learn, improve, and eventually profit consistently. A trader who blows up an account early has no opportunity to apply what they learned. Survivability is not just a goal — it is the precondition for all other goals.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What does Elder say about the maximum number of consecutive losses a system should produce before reconsidering?,"Elder does not set a fixed number, but teaches that the 6% Rule serves as the practical threshold. When losses accumulate to 6% of equity within a month — regardless of whether that is three trades at 2% each or six trades at 1% each — it is time to stop and reassess. The 6% level was specifically designed to interrupt streaks before they reach the length and depth that cause permanent account impairment.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder mean by 'markets need a fresh supply of losers'?,"Elder explains that exchanges, brokers, and professional traders all extract value from the trading activity of retail participants. The system requires a continuous flow of under-capitalised, under-disciplined, emotionally-driven traders to sustain itself. Understanding this dynamic — and committing to being on the disciplined, rule-following side of the divide — is part of Elder's overall risk philosophy.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
How does Elder's overall risk management framework create a competitive advantage?,"By consistently limiting losses, preserving capital through drawdowns, and ensuring that each trade's risk is mathematically defined before entry, Elder's framework allows the trader to outlast their less disciplined competitors. The compounding effect of surviving bad periods intact means that when genuinely good opportunities arise, the trader has full capital available to take advantage of them.",Risk Management,A Discounted View – Managing Position Level Risk with Elder's 2% Rule | http://adiscountedview.blogspot.com/2016/03/managing-position-level-risk-with-dr.html
How does Elder summarise the ultimate purpose of all risk management rules?,Elder brings his risk management philosophy to a single sentence: 'A good trader watches his capital as carefully as a professional scuba diver watches his air supply.' The air supply is the account equity; every careless expenditure of it is a step closer to the surface — or the end. Every rule in the framework exists to ensure the trader always has enough air left to reach the next breath.,Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the role of emotions in risk management?,"Elder argues that emotions are the primary enemy of sound risk management. Fear causes traders to exit winners too early or freeze on valid signals; greed causes them to hold losing positions and violate stop-loss rules. The 2% and 6% Rules convert risk decisions from emotional judgments into mechanical calculations, removing the influence of emotions at the most critical moments.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
Why does Elder say that even a brilliant trading system fails without proper risk management?,"Elder states directly that a brilliant trading system with poor risk management will eventually be destroyed by a short string of losses. The system generates signals; risk management determines whether any single signal — or any single month — can remove the trader from the game. Without the Iron Triangle, system quality is irrelevant.",Risk Management,The New Trading for a Living – Elder (2014) | https://procapital.mohdfaiz.com/books/books-image/mainBook/The%20New%20Trading%20for%20a%20Living.pdf
What does Elder say about the two major causes of trader failure?,Elder identifies the two major causes of trader failure as the inability to control risk and the inability to manage oneself psychologically. Lack of knowledge is a distant third — because even traders with excellent technical knowledge consistently fail if these two foundational skills are absent.,Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What is Elder's scuba diving analogy for money management?,"Elder compares the money in a trading account to a scuba diver's air supply. An intelligent diver always monitors the air tank's pressure gauge to ensure enough remains to surface safely, with a reserve margin. Similarly, a trader must watch their capital carefully — being economical in its use, never letting it drop dangerously low, and always maintaining a buffer for recovery.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
What does Elder say about trading to learn versus trading to earn in the context of risk management?,"Elder explicitly advises beginners to trade with the primary goal of learning rather than earning. This mindset change is itself a risk management tool — it reduces the pressure to make money quickly, which is the root cause of oversized positions, rule violations, and account-blowing decisions. Focusing on process quality rather than outcome quality is the foundation of sustainable risk management.",Risk Management,"Step by Step Trading – Elder (2015, elder.com) | https://s3-us-west-2.amazonaws.com/elderdownload/wp/wp-content/uploads/20180314155306/Step_by_Step_Trading_Elder.pdf"
